Nr wpisu,Data dokonania wpisu,Nazwa przedsiębiorcy zagranicznego,Siedziba przedsiębiorcy zagranicznego,Kraj przedsiębiorcy zagranicznego,Forma prawna przedsiębiorcy zagranicznego,Przedmiot głównej działalności gospodarczej przedsiębiorcy zagranicznego,Imię i nazwisko osoby upoważnionej w przedstawicielstwie do reprezentowania przedsiębiorcy zagranicznego,Adres siedziby przedstawicielstwa na terytorium RP,Kod pocztowy,Miasto,Województwo,Data wykreślenia przedstawicielstwa z rejestru,Ostatni dzień obowiązywania wpisu
621/R,2023-10-31,Zemlyakoff Europe Limited ,"Agiou Andreon 332, 3035 Limassol",Cypr,spółka z o.o.,"Rejestracja, opracowanie receptur, produkcja, import, dystrybucja środków ochrony roślin i komponentów do ich produkcji.",Justyna Anna Kasińska  ,Al. Wilanowska 83 lok. 52,02-765,Warszawa,mazowieckie,Aktywne,31.10.2025
622/R ,2023-09-11,"UAB ""Legal Status""","A. Smetonos 5, 01115 Wilno",Litwa,spółka z o.o.,Konsultacje prawne.,Alena Pavlova,ul. Aleksandra Zelwerowicza 48/50 lok. 55,90-148 ,Łódź,łódzkie,Aktywne,09.11.2025 
623/R,2023-09-11,"Kunshan League Automechanism Co., Ltd. ","Youbi 358, 215300 Kunshan",Chiny,spółka z o.o.,"Projektowanie, produkcja, sprzedaż urządzeń, form, osprzętu, urządzeń pomiarowych. Import, eksport wyrobów elektronicznych oraz odpowiednich urządzeń. Rozwój technologii w dziedzinie oprogramowania komputerowego, transfer technologii, doradztwo techniczne, serwis techniczny. Rozwój i sprzedaż oprogramowania komputerowego. ",Wu Haidong  ,ul. Domaniewska 47 lok. 10,02-672 ,Warszawa,mazowieckie,Aktywne,09.11.2025
624/R,2023-11-23,Gilbertson & Page Limited,"45/55 Brownfields, Welwyn Garden City, Hertfordshire AL7 1AN ",Wielka Brytania,spółka z o.o.,Produkcja gotowej karmy dla zwierząt.,Piotr Grono,ul. Świętojańska 36 lok. 1,81-372,Gdynia,pomorskie,Aktywne,23.11.2025
625/R,2023-11-23,Korea Overseas Infrastructure & Urban Development Corporation,"07326 Seul, 50/51F, 10, Gukjegeumyung-ro ",Republika Korei,przedsiębiorstwo państwowe,Usługi inżynierii lądowej i wodnej. Pozostała działalność w zakresie inwestycji finansowych.,Hee Jung Lee  ,"Pl. Marszałka Józefa Piłsudskiego 2, 1 piętro/lok. 2",00-078,Warszawa,mazowieckie,Aktywne,23.11.2025
626/R,2023-11-27,"Xi'an Tiansenhe Biotechnology Co., Ltd.","Shaanxi Province,  Xi’an City, Weiyang District,  Xujiawan Street, Shimao Bright Allure, Building 6, Unit 1, Room 3203 ",Chiny,spółka z o.o.,"Sprzedaż produktów chemicznych, sprzedaż specjalnych produktów chemicznych, sprzedaż pasz i surowca, sprzedaż dodatków paszowych, sprzedaż dodatków do produktów spożywczych, sprzedaż produktów rolnych, sprzedaż produktów spożywczych, sprzedaż produktów zdrowotnych, usługi techniczne, rozwój i badanie technologii, doradztwo technologiczne, transfer technologii, wymiana technologii, popularyzacja technologii, import i eksport technologii, import i eksport produktów spożywczych.",Dorota Wątróbska-Świetlikowska  ,ul. Hutnicza 36 B,81-061,Gdynia,pomorskie,Aktywne,27.11.2025
627/R,2023-07-12,Farmland Europe GmbH,"Monschauer Straße 12, 40549 Düsseldorf,",Niemcy,spółka z o.o.,"Import, export, handel hurtowy i detaliczny, oraz reprezentowanie i komis wszelkiego rodzaju towarów, a w szczególności mocznika i innych nawozów i związanych z nimi substancji pomocniczych oraz wszelka działalność z tym związana, jak również opracowanie i inwestowanie w projekty techniczne i gospodarcze oraz inwestowanie w inne spółki w kraju i za granicą oraz wszelka działalność z tym związana.",Tomasz Warchalewski ,ul. Szlak 77 lok. 222,31-153,Kraków,małopolskie,Aktywne,07.12.2025
628/R,2024-03-01,SHURE EUROPE GmbH ,Jakob-Dieffenbacher-Straße 12 75031 Eppingen,Niemcy,spółka z o.o.,Handel elektronicznymi urządzeniami i sprzętem oraz realizacja wszystkich związanych z tym transakcjami z importem i eksportem włącznie oraz doradztwo techniczne i handlowe w zakresie handlu tymi artykułami.,Marco Weissert,Al. Jerozolimskie 96,00-807,Warszawa,mazowieckie,Aktywne,03.01.2026
629/R,2024-01-19,Luxburg Carolath Abogados S.C.,"Calle Carabobo Quinta Luxburg-Carolath, 4001 Maracaibo",Wenezuela,spółka cywilna,Działalność prawna.,"Aleksandra Karolina Gräfin von Luxburg Fürstin zu Carolath-Beuthen und Prinzession von Schoenaich-Carolath, Maciej Michał Podgórski",Maciejowiec 61  ,59-624 ,Maciejowiec,dolnośląskie,Aktywne,19.01.2026
630/R,2024-01-25,EIFFEL INVESTMENT GROUP,"22 rue de Marignan, 75008 Paryż ",Francja,prosta spółka akcyjna,"Zarządzanie portfelem inwestycyjnym, świadczenie usług i doradztwo w zakresie inwestycji finansowych",Olivier Villedey,ul. Koszykowa 61  ,00-667,Warszawa,mazowieckie,Aktywne,25.01.2026
631/R,2024-01-30,Korea International Trade Association	,"4703 Trade Center, 511, Yeongdong-daero, Gangnam-gu, 06164 Seul,  ",Republika Korei,Stowarzyszenie wykonujące działalność gospodarczą,Dostarczanie informacji. Współpraca w handlu i działalność w obszarze reklamy i promocji.,Young Soo Han ,Al. Jerozolimskie 44,00-024,Warszawa,mazowieckie,Aktywne,30.01.2026 
632/R,2024-01-03,"SSANGYONG ENGINEERING & CONSTRUCTION CO., LTD.","299 Olympic-ro, Songpa-gu, 05510 Seul ",Republika Korei,spółka akcyjna,"Inżynieria lądowa (drogi, autostrady, ulice, mosty, tunele, woda itp.).",Ham Jang,ul. Krucza 68 lok. 9,53-411,Wrocław,dolnośląskie,Aktywne,01.03.2026
633/R,2024-01-03,VATECH EUROPE s.r.o.,"Evropská 2588/33a, Dejvice, 160 00 Praha 6 ",Republika Czeska,spółka z o.o.,"Produkcja, handel i świadczenie usług, nieuwzględnione w załącznikach 1 do 3 ustawy o działalności gospodarczej.",Hyungjun Chi,"ul. Poleczki 35, Poleczki Park, Budynek Amsterdam",02-822 ,Warszawa,mazowieckie,Aktywne,01.03.2026
634/R,2024-03-13,HYUNDAI CORPORATION EUROPE GmbH,"Am Kronberger Hang 2a, 65824 Schwalbach am Taunus",Niemcy,spółka z o.o.,Handel hurtowy towarami.,Kwangmook Kang,ul. Cybernetyki 10,02-677,Warszawa,mazowieckie,Aktywne,13.03.2026
635/R,2024-02-04,Ghost Solutions Inc.,"73 Breezehill Ave N, ON K1Y 2H6 Ottawa",Kanada,spółka akcyjna,"Działalność w zakresie rozwoju, produkcji, marketingu i sprzedaży przenośnych urządzeń sygnalizacyjnych, które wykrywają, kategoryzują i ostrzegają operatora o sygnałach radiowych, laserowych i akustycznych. Firma koncentruje się na wyposażaniu krajów NATO w te produkty na potrzeby obrony narodowej i bezpieczeństwa wewnętrznego. Firma zapewnia również usługi konsultingowe, szkoleniowe i wsparcia technicznego dla tych produktów, a także powiązane usługi, które maksymalizują potencjał, jaki zapewniają.",Jacek Tomasz Bukała,ul. Piękna 18,00-549 ,Warszawa,mazowieckie,Wykreślone 29-10-2024,
636/R,2024-04-23,"Annecy Co., LTD","Jungsan-ro, Ilsandong-gu 63/6F, 10355 Goyang-si",Republika Korei,spółka akcyjna,Sprzedaż hurtowa i detaliczna.,Young Joo Kim,ul. Łucka 18 lok. 1702,00-845,Warszawa,mazowieckie,Wykreślone 03-06-2025,
637/R,2024-04-29,LOGISTABLE LIMITED,Suite 3A Tisa House 143 Main Street Gibraltar GX11 1AA Gibraltar,Gibraltar,spółka z o.o.,Projektowanie i zarządzanie portfelem inwestycyjnym klientów. Usługi doradztwa inwestycyjnego. ,Tomasz  Biełanowicz,ul. Książęca 4,00-498,Warszawa,mazowieckie,Aktywne,29.04.2026
638/R,2024-05-17,PTF-Techno,"Chervonotkatska 59, 02094 Kijów",Ukraina,spółka z o.o.,Produkcja gotowej karmy dla zwierzat domowych.,Vitalii Bondar,ul. Dajwór 14 lok. 19,31-052,Kraków,małopolskie,Aktywne,17.05.2026
639/R,2024-05-22,Defense Agency for Technology and Quality,"Dongjin-ro 420, 52851 Jinju-si",Republika Korei,Instytucja publiczna,"Badania i rozwój eksperymentalny w dziedzinie fizyki, chemii i biologii.",Hyunjin Kim,"ul. Pory 59, Office 10",02-757,Warszawa,mazowieckie,Aktywne,22.05.2026
640/R,2024-06-17,FIL (LUXEMBOURG) S.A.,Rue Albert Borschette 2a 1246 Luksemburg,Luksemburg,spółka akcyjna,"Usługi agenta, doradcy inwestycyjnego, maklera inwestycyjnego, zarządzającego aktywami, dystrybutora jednostek uczestnictwa w przedsiębiorstwach zbiorowego inwestowania bez dokonywania lub przyjmowania wpłat, rejestratora, agenta ds. komunikacji z klientem, agenta administracyjnego w sektorze finansowym, podmiotu świadczącego usługi udostępniania adresu na rzecz spółek, podmiotu świadczącego zawodowo usługi w zakresie tworzenia i zarządzenia spółkami, zarządzającego majątkiem, podmiotu świadczącego pomocnicze usługi walutowe, w przypadku, gdy usługi te są związane ze świadczeniem usług w zakresie inwestowania oraz podmiotu świadczącego usługi pomocnicze w zakresie badań inwestycyjnych i analiz finansowych.",Stefan Rauen,ul. Marszałkowska 126/134,00-008,Warszawa,mazowieckie,Aktywne,17.06.2026
641/R,2024-10-07,Pinnlee Europe B.V.,"Naritaweg 127, 1043BS Amsterdam",Niderlandy,spólka z o.o.,"Wyspecjalizowana sprzedaż hurtowa pozostałych surowców i półproduktów do produkcji żywności. Agenci zajmujący się sprzedażą surowców rolnych, żywych zwierząt, surowców włókienniczych.",Dragos-Cornel Novac,Rondo Daszyńskiego 1,00-843,Warszawa,mazowieckie,Aktywne,10.07.2026
642/R,2024-07-23,"Belorussko-germanskoe sowmestnoe predpriiatie ""Santa Bremor"" obshchestwo s ogranichennoi' otwetstwennost’iu. Nazwa skrócona SP ""Santa Bremor"" OOO.","Katin Bor 106, 224701 Brześć",Białoruś,spółka z o.o.,"Przetwarzanie i puszkowanie ryb, skorupiaków i mięczaków.",Andrzej Rogowski,ul. Klimczaka 1,02-797,Warszawa,mazowieckie,Wykreślone 08-04-2025,
643/R,2024-07-23,Towarystwo z obmeżenoju widpowidal'nistiu «Kerneł-Trejd»,"Aleja Shevchenka Tarasa 3, 01001 Kijów  ",Ukraina,spółka z o.o.,"Sprzedaż hurtowa zboża, nieprzetworzonego tytoniu, nasion i pasz dla zwierząt","Andrii Paladii, Yuriy Kovalchuk",ul. Biedronki 29F lok. 1,05-090,Słomin,mazowieckie,Aktywne,23.07.2026
644/R,2024-07-23,Agència per a la Competitivitat de l’Empresa,"Paseo de Gracia, 129, 08008 Barcelona",Hiszpania,przedsiebiorstwo publiczne,"Wspieranie internacjonalizacji, innowacyjności oraz możliwości pozyskiwania kapitału produkcyjnego w szerokim aspekcie. Tworzenie przedsiębiorstw, wspieranie ich promocji oraz rozwoju w sferze technologii oraz wytwarzania wartości dodanej. Transfer wiedzy oraz przyczynienie się do przepływu wyników badań i osiągnięć w zakresie nowych technologii oraz sektora przedsiębiorstw. Stymulowanie popyt na innowacyjność w firmach katalońskich poprzez stosowanie odpowiednich instrumentów wspierających kapitał oraz bezpośrednie wsparcie prac badawczych, rozwojowych oraz innowacyjnych (B+R+I) poprzez publiczny zakup innowacyjnych technologii (PZIT). Stymulowanie konkurencyjności przedsiębiorstw poprzez stosowanie odpowiednich instrumentów informacyjnych oraz usprawnień organizacyjnych. Dostosowanie struktury organizacyjnej oraz świadczonych przez siebie usług do zmieniającej się problematyki oraz zagwarantowanie optymalnego wykorzystania posiadanych środków. Wspieranie optymalnego wykorzystania zasobów ludzkich i finansowych przedsiębiorstw. ",Michał Chabasiewicz,ul. Chmielna 73,00-801,Warszawa,mazowieckie,Aktywne,23.07.2026
645/R,2024-07-30,WH International Services GmbH,Renngasse 5/4 1010 Wiedeń,Austria,spółka z o.o.,Zarządzanie udziałami w inwestycjach,Krzysztof Nowak,ul. Mikołajska 4,31-027,Kraków,małopolskie,Aktywne,30.07.2026
646/R,2024-02-09,CHT Germany GmbH,"Bismarckstraße 102, 72072 Tübingen",Niemcy,spółka z o.o.,"Produkcja i handel produktami chemicznymi i technicznymi każdego rodzaju w szczególności do zastosowania w przemyśle tekstylnym, jak również wykonywanie związanych z tym usług.",Marek Cegielski,ul. H. Sienkiewicza 82/84,90-318,Łódź,łódzkie,Aktywne,02.09.2026
647/R,2024-09-26,Korea Water Resources Corporation (K-water),"Sintanjin-ro 200, 34350 Daejon",Republika Korei,spólłka akcyjna,"Usługi inżynieryjne, budowlane i eksploatacyjne. Dostawy energii elektrycznej, gazu, pary i powietrza do klimatyzacji. Zagospodarowanie zasobów wodnych, zaopatrzenie w wodę, energia wodna. Produkcja gazu; dystrybucja paliwa gazowego za pośrednictwem sieci przesyłowych.",Jeonghwan Ahn,ul. Opolska 110,31-323,Kraków,małopolskie,Aktywne,26.09.2026
648/R,2024-04-10,STEELCASE S.A.S,"1, Allée d'Oslo, Espace Européen de l'Entreprise 67300 Schiltigheim",Francja,spółka akcyjna uproszczona,"Produkcja, eksploatacja, kupno, dystrybucja, sprzedaż mebli głównie przeznaczonych do wyposażenia pomieszczeń pracy a w szczególności mebli do siedzenia. ",Ilinca Popescu,Al. Jerozolimskie 96,00-807,Warszawa,mazowieckie,Aktywne,04.10.2026
649/R,2024-10-29,Shimadzu Europa GmbH,"Albert Hahn Straße 6-10, 47269 Duisburg",Niemcy,spółka z o.o.,"Produkcja, badania, rozwój I sprzedaż, pośrednictwo oraz eksport i import aparatury fizycznej i naukowej, naukowego sprzętu badawczego, aparatury medycznej oraz maszyn przemysłowych i im podobnych.",Kostiantyn Popovychev,ul. Skierniewicka 10a,01-230,Warszawa,mazowieckie,Aktywne,29.10.2026
650/R,2024-08-11,DSG-Canusa GmbH,Boschstraße 17 53359 Rheinbach,Niemcy,spółka z o.o.,"Rozwój, produkcja i handel wyrobami przemysłu przetwórstwa tworzyw sztucznych, w szczególności wyrobami służącymi do izolacji mechanicznej i elektrycznej, ochrony przed korozją i uszczelniania połączeń wszelkiego rodzaju oraz ich identyfikacji. Produkty główne stanowią węże termokurczliwe oraz technologie pokrewne, a także tuleje, kleje i środki uszczelniające oraz akcesoria i urządzenia maszynowe, służące do dalszej obróbki wyżej wymienionych wyrobów. Innym celem spółki jest posiadanie i zarządzanie udziałami i akcjami wszelkiego rodzaju w charakterze wspólnika oraz podejmowanie wszelkich czynności handlowych służących pośrednio lub bezpośrednio celowi spółki. ",Tomasz Piotrowski,ul. Poplińskich 10/6,61-574,Poznań,wielkopolskie,Aktywne,08.11.2026
651/R,2024-11-18,Zhejiang V-Road Auto Parts,"Yongxing 26, 317100 San Men, Hai Run",Chiny,spółka z o.o.,"Części do samochodów, części do statków, części do motocykli, części do maszyn, produkty elektroniczne, maszyny inżynieryjne, projektowanie urządzeń dla przemysłu chemicznego, produkcja; rozwój technologii sprzętu do oczyszczania spalin samochodowych, produkcja; sprzedaż materiałów metalowych; doradztwo techniczne w zakresie mechaniki; eksport i import towarów; eksport i import technologii.",Honger Yu,ul. Twarda 18,00-105,Warszawa,mazowieckie,Aktywne,18.11.2026
652/R,2025-07-01,"Akcionerne Towarystwo ""Ukrainska Obronna Promyslowist""","Dehtiariwska 36, 04119 Kijów",Ukraina,spółka akcyjna,"Działalność głównych urzędów. Wydawanie informatorów i katalogów. Produkcja filmów kinowych i wideo, programów telewizyjnych. Doradztwo w sprawach informatyzacji. Przetwarzanie danych, publikowanie informacji na węzłach internetowych i działalność związana z nimi. Świadczenie innych usług informacyjnych, niewymienionych w innych specyfikacjach. Przekazywanie w dzierżawę i eksploatację nieruchomości własnych i dzierżawionych. Działalność w zakresie prawa. Działalność w sferze ewidencji księgowej i audytu; doradztwo w sprawach opodatkowania. Działalność w sferze związków ze społeczeństwem. Doradztwo w sprawach działalności komercyjnej i kierowania. Badanie koniunktury rynku i poznawanie opinii publicznej. Inna działalność zawodowa, naukowa i techniczna, nie wymieniona w innych specyfikacjach. Działalność agencji zatrudnienia. Inna działalność w zakresie zapewnienia zasobów pracowniczych. Przeprowadzenie badań. Organizacja kongresów.",Denys Kytsenko,ul. Puławska 12 lok. 3,02-566,Warszawa,mazowieckie,Aktywne,07.01.2027
653/R,2025-08-01,"Torreblanca del Mediterraneo SOL, S.L.","Avenida de la Libertad 1, 03181 Torrevieja ",Hiszpania,spółka z o.o.,"Działalność deweloperska i wznoszenie wszelkiego rodzaju obiektów budowlanych oraz ich sprzedaż i wynajem, zarówno na terytorium Hiszpanii, jaki i za granicą. Dodatkowo świadczenie usług w zakresie zarzadzania, księgowości i innych usług uzupełniających na rzecz spółek należących do grupy.",Carlos Jose Quesada Cecilia,"Rondo ONZ 1, 10 piętro",00-124,Warszawa,mazowieckie,Aktywne,08.01.2027
654/R,2025-01-15,Audacieuse Limited,"272-284 Des Voeux Road Central – 901 9. piętro Hing Yip Commercial Centre, 999 999 SHEUNG WAN",Chiny/Hongkong,spółka z.o.o.,Import - Export,Maria Jolanta Bis,ul. Krótka 7C/6,05-402,Otwock,mazowieckie,Aktywne,15.01.2027
655/R,2025-01-23,Zenex Animal Health India Private Limited,"9-th Floor, Puniska House, Next  to One42, Opp. Jayantilal Park Brts, Ambli-Bopal Road, Bodakdev, 380054 Ahmadabad, ",Indie,spółka z o.o.,"Import, eksport, wytwarzanie i handel różnego rodzaju paszami, różnymi rodzajami farmaceutyków, preparatów ayrvedy, ziołowych chemioterapeutyków, preparatów biologicznych i składników leków, ziół, kwasów, zasad, dezynfektantów i środków do pielęgnacji i higieny, preparatów odżywczych, nalewek, olejków eterycznych oraz handel preparatami chemicznymi.",Hieronim Kędziora,ul. Waryńskiego 6 A,62-300,Września,wielkopolskie,Aktywne,23.01.2027
656/R,2025-02-18,FORM NUTRITION LIMITED,"Newday House, First Avenue Weston Road CW1 6BE Crewe, Cheshire",Wielka Brytania,spółka z o.o.,"Wytwarzanie innych produktów spożywczych, gdzie indziej niesklasyfikowanych. Wytwarzanie gotowych pasz dla zwierząt gospodarczych.",Anna Bober,"ul. Baranowicka 3, Ochaby Wielkie",43-430,Skoczów,śląskie,Aktywne,18.02.2027
657/R,2025-02-20,New Folder Games LTD,"Griva Digeni 51/202, 8047 Pafos",Cypr,spółka z o.o.,"Tworzenie, produkowanie, projektowanie, sprzedaż lub udostępnianie do sprzedaży za pośrednictwem osób trzecich, w dowolnej części świata, dowolnego rodzaju oprogramowania aplikacyjnego oraz wszelkich usług pomocniczych lub dodatkowych, w tym między innymi: opracowanie kodu źródłowego i obiektowego, rozwiązania graficzne, modelowanie 3D i animacja itp.",Pavel Budvis,ul. Nowogrodzka 31/413,00-511,Warszawa,mazowieckie,Aktywne,20.02.2027
658/R,2025-02-21,"Tovarystvo z obmezhenoiu vidpovidalnistiu ,,Praymfid” ","Kiltseva 2, 08114 Wieś Stoianka",Ukraina,spółka z o.o.,Produkcja gotowej paszy dla zwierząt gospodarskich.,Alexey Dronov,ul. Królewska 6,05-825 ,Grodzisk Mazowiecki,mazowieckie,Aktywne,21.02.2027
659/R,2025-02-25,"HAENG SUNG CO., LTD","Geumganggongwon-ro 16 Dongnae-gu, 47710 Busan",Republika Korei,spółka akcyjna,"Produkcja kabli izolowanych i innych przewodników, części elektroniczne.",Kwan Hee Nam,ul. Wrocławska 14 lok. A5,55-040,Bielany Wrocławskie,dolnośląskie,Wykreślone 14-03-2025,
660/R,2025-02-25,DKSH GMBH,"Baumwall 3, 20459 Hamburg",Niemcy,spółka z o.o.,"Handel, eksport i import wszelkiego rodzaju towarów, z wyłączeniem handlu detalicznego, a także pośrednictwo w takich transakcjach oraz posiadanie i zarządzanie inwestycjami w inne spółki.","Violetta Komorska, Szymon Komorski (reprezentacja łączna)",ul. Tadeusza Rejtana 17/37,02-517,Warszawa,mazowieckie,Aktywne,25.02.2027
661/R,2025-12-03,"YG-1 CO., LTD.","13-40 SONGDOGWAHAK-RO 16BEON-GIL, YEONSU-GU, 21984 INCHEON, ",Republika Korei,spółka akcyjna,Produkcja i sprzedaż narzędzi skrawających. ,Marcin Kołodziej,ul. Solec 18/20,00-410,Warszawa,mazowieckie,Aktywne,12.03.2027
662/R,2025-03-13,International Exchange Center Limited ,"Frintrich Nitse 21, 6026 Larnaka ",Cypr,spółka z o.o.,Organizacja programów wymiany studenckiej.,Hasan Feyzullayev,ul. Sękocińska 17 lok. 35,02-313 ,Warszawa,mazowieckie,Aktywne,13.03.2027
663/R,2025-04-16,Cambridge Assessment Overseas Limited ,"Shaftesbury Road, TheTriangle Building CB2 8EA Cambridge",Wielka Brytania,spółka z o.o.,Ogólna działalność ogólnej spółki handlowej.,Adam Maciaszczyk,ul. Sienna 86/99,00-815,Warszawa,mazowieckie,Aktywne,16.04.2027
664/R,2025-08-05,TOKYO ROPE MFG. CO. LTD.,"Koto-ku, EITAI 2-chome 37-28, 135-8306 Tokyo",Japonia,spółka akcyjna,"Wytwarzanie, przetwarzanie oraz sprzedaż lin i sznurów stalowych, jak również lin i sznurów wykonanych z wszelkiego rodzaju włókien, włókien syntetycznych, metali. Wytwarzaniem przetwarzanie oraz sprzedaż włókien metalowych, kompozytów z włókien węglowych, wyrobów z proszków spiekanych. Projektowanie, produkcja, budowa oraz generalne wykonawstwo obiektów drogowych, konstrukcji stalowych takich jak np. mosty, obiektów morskich. Projektowanie, produkcja i sprzedaż urządzeń do produkcji wyrobów wymienionych w każdym w powyższych punktów oraz innych maszyn stosowanych w przemyśle. Utrzymanie i przeglądy techniczne wyrobów wymienionych w każdym z powyższych punktów. Sprzedaż różnych rodzajów ropy naftowej, gazu, wyrobów chemicznych, wyrobów gumowych, wyposażenia statków itp. Roboty budowlane konstrukcji stalowych, roboty ziemne i budowa rusztowań, roboty budowlano- architektoniczne, roboty inżynieryjne. Kupno, sprzedaż, dzierżawa, wynajem i zarządzanie nieruchomościami. Działalność związana z wytwarzaniem oraz sprzedażą energii elektrycznej. Działalność związana z każdym z powyższych punktów.",Yoshiharu Tsutsumi,ul. Trzy Lipy 3/B,80-172,Gdańsk-,pomorskie,Aktywne,08.05.2027
